,Threads,MySQL,RocksDB
0,1,329.98620601770807,4625.449821007523
1,2,562.525725409769,5213.042681534144
2,4,834.9029409541985,5389.106567385256
3,6,995.264060418351,5286.002671987098
4,8,1225.0696734305218,4992.362448881373
