,Threads,MySQL,RocksDB
0,1,317.9437930976137,4862.56729083128
1,2,521.7131677113894,5405.826620870015
2,4,564.8208202342922,5599.904731255927
3,6,731.9959154816637,5705.545160236419
4,8,1107.9023036144108,5435.526650570045
